Property_ID,Host_ID,Listing_Name,Location,Total_Reviews,Positive_Reviews,Negative_Reviews,Avg_Sentiment_Score,Cleanliness_Rating,Communication_Rating,Checkin_Rating,Location_Rating,Value_Rating,Advantages,Disadvantages,Suggestions,Suggestion_Sources
1047096309299360962,15340463,"Entire home in Paris, France","Paris, Île-de-France, France",24,24,0,1.0,4.9,5.0,5.0,4.9,4.8,Responsive Host (7x); Very Comfortable (6x); Great Location (5x); Exceeded Expectations (4x); Highly Recommend (4x),No issues identified,No issues identified - keep up the great work!,
1065256924419136906,104162342,"Entire rental unit in Paris, France","Paris, Île-de-France, France",10,10,0,0.964,4.6,5.0,5.0,4.7,4.9,Responsive Host (2x); Well Equipped (2x); Great Communication (1x); Spacious (1x); Highly Recommend (1x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
1066056159357621770,27176318,"Entire rental unit in Paris, France","Paris, Île-de-France, France",3,3,0,0.999,5.0,5.0,5.0,5.0,4.3,Spacious (2x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,
1073985231949352262,557825666,"Entire rental unit in Paris, France","Paris, Île-de-France, France",4,4,0,1.0,4.8,4.8,5.0,5.0,4.5,Spacious (1x); Great Location (1x); Great Host (1x),No issues identified,No issues identified - keep up the great work!,
1075800394488765558,428627442,"Entire rental unit in Paris, France","Paris, Île-de-France, France",16,12,4,0.5,4.5,3.8,4.7,4.9,4.0,Great Location (3x); Highly Recommend (3x); Great Host (2x); Spacious (2x); Good Bed (1x),Dirty General (1x); Noise General (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center | Make check-in and checkout easy – Resource Centre – Airbnb
1080130262930287020,559379728,"Entire rental unit in Paris, France","Paris, Île-de-France, France",19,19,0,1.0,4.7,5.0,4.9,4.9,4.8,Great Location (5x); Responsive Host (4x); Very Comfortable (4x); Great Host (3x); Well Equipped (2x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
1083095368687612865,11658690,"Entire rental unit in Paris, France","Paris, Île-de-France, France",11,11,0,1.0,5.0,5.0,5.0,5.0,5.0,Walkable (2x); Perfect Stay (1x); Responsive Host (1x); Beautiful Place (1x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,
1086204918195098970,328781956,"Entire rental unit in Paris, France","Paris, Île-de-France, France",15,15,0,1.0,5.0,5.0,5.0,5.0,4.7,Responsive Host (5x); Walkable (4x); Great Location (4x); Spacious (3x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,
1091207297249081125,544238207,"Entire rental unit in Paris, France","Paris, Île-de-France, France",6,6,0,1.0,4.8,4.8,4.8,4.8,4.7,Great Location (3x); Responsive Host (2x); Walkable (2x); Will Return (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,
1091353464944459736,24508929,"Entire rental unit in Paris, France","Paris, Île-de-France, France",18,18,0,1.0,4.9,5.0,4.9,5.0,4.8,Great Location (6x); Very Comfortable (4x); Central (2x); Will Return (2x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,
1095839091884665133,20073379,"Entire rental unit in Paris, France","Paris, Île-de-France, France",3,3,0,1.0,5.0,5.0,5.0,5.0,5.0,Very Clean (2x); Great Host (1x); Will Return (1x); Responsive Host (1x); Well Equipped (1x),No issues identified,No issues identified - keep up the great work!,
1096662244187409261,562852388,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,19,4,0.655,4.8,4.9,4.9,4.9,4.6,Great Location (9x); Highly Recommend (5x); Walkable (3x); Very Clean (2x); Will Return (2x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
1098436226538951200,4512059,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,Walkable (1x); Quiet Area (1x); Well Equipped (1x); Very Comfortable (1x),No issues identified,No issues identified - keep up the great work!,
1099627388719946589,4118149,"Entire rental unit in Paris, France","Paris, Île-de-France, France",20,20,0,0.998,4.7,5.0,5.0,5.0,5.0,Quiet Area (4x); Very Comfortable (4x); Responsive Host (2x); Highly Recommend (2x); Very Clean (2x),No issues identified,No issues identified - keep up the great work!,
1101303677021001185,24508929,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,1.0,4.7,4.8,4.9,5.0,4.6,Great Location (7x); Responsive Host (5x); Highly Recommend (4x); Walkable (4x); Great Host (3x),No issues identified,No issues identified - keep up the great work!,
1102648563589931603,2160612,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,23,0,1.0,4.9,5.0,5.0,4.9,4.9,Will Return (5x); Very Comfortable (5x); Highly Recommend (4x); Well Equipped (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!,
1102923011454388735,560892322,"Entire rental unit in Paris, France","Paris, Île-de-France, France",20,20,0,0.999,5.0,4.8,4.9,5.0,4.7,Will Return (5x); Great Location (4x); Highly Recommend (3x); Beautiful Place (3x); Very Comfortable (3x),Too Hot (1x); Too Small (1x),"[Too Hot]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.*** || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to become a Superhost - Resource Center - Airbnb | How to take great photos for your listing - Resource Center - Airbnb
1105178389455153952,124957215,"Entire rental unit in Paris, France","Paris, Île-de-France, France",11,11,0,1.0,4.9,5.0,5.0,4.9,4.7,Walkable (3x); Great Location (2x); Highly Recommend (2x); Beautiful Place (1x); Responsive Host (1x),No issues identified,No issues identified - keep up the great work!,
1106997835821541848,257597858,"Entire loft in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,No specific themes identified,No issues identified,No issues identified - keep up the great work!,
1107795523220279318,214647189,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,No specific themes identified,No issues identified,No issues identified - keep up the great work!,
1109185664052606831,58315168,"Entire rental unit in Paris, France","Paris, Île-de-France, France",14,14,0,1.0,5.0,4.9,4.9,5.0,4.9,Spacious (4x); Very Comfortable (3x); Will Return (3x); Central (2x); Great Host (2x),No issues identified,No issues identified - keep up the great work!,
1116533552903561662,10013930,"Entire rental unit in Paris, France","Paris, Île-de-France, France",16,16,0,0.998,4.8,4.7,4.9,5.0,4.8,Beautiful Place (4x); Great Location (2x); Central (2x); Very Comfortable (2x); Highly Recommend (1x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
1116551355007793100,131603369,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,5.0,5.0,5.0,5.0,4.9,Great Location (7x); Perfect Stay (4x); Very Clean (4x); Great View (4x); Highly Recommend (3x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
1120181723519225718,171333481,"Entire rental unit in Paris, France","Paris, Île-de-France, France",6,6,0,1.0,5.0,5.0,5.0,5.0,5.0,Spacious (2x); Great Location (2x); Great Host (1x); Highly Recommend (1x); Good Value (1x),No issues identified,No issues identified - keep up the great work!,
1131546755764000738,30620999,"Room in Paris, France","Paris, Île-de-France, France",13,12,1,0.871,4.9,4.8,4.8,5.0,4.8,Quiet Area (2x); Central (2x); Walkable (2x); Very Clean (2x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,
1131686367424702684,7642792,"Entire rental unit in Paris, France","Paris, Île-de-France, France",2,2,0,1.0,,,,,,Very Comfortable (2x); Responsive Host (1x); Very Clean (1x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
1131828309025095170,568231770,"Entire rental unit in Paris, France","Paris, Île-de-France, France",8,6,2,0.531,4.8,4.8,4.8,5.0,4.4,Will Return (2x); Very Comfortable (2x); Walkable (1x); Well Equipped (1x); Great Location (1x),No issues identified,No issues identified - keep up the great work!,
1141095512155282029,656613870,"Entire rental unit in Paris, France","Paris, Île-de-France, France",15,11,4,0.5,4.8,4.8,4.8,4.9,4.3,Great Location (4x); Good Value (2x); Walkable (2x); Very Clean (2x); Central (1x),Dirty General (3x),[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.,Make check-in and checkout easy – Resource Centre – Airbnb
1141235520673622434,47524898,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,21,3,0.78,4.9,5.0,4.8,5.0,4.8,Highly Recommend (9x); Great Location (5x); Very Comfortable (5x); Responsive Host (3x); Quiet Area (3x),Plumbing Issues (1x),"[Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",Confirming amenities - Airbnb Help Center
1142482273114637759,564251645,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,0,1,-0.996,,,,,,No positive themes identified,General Issues (1x),[General Issues]: Review the negative feedback and address any specific concerns mentioned by the guest.,
1147612251232027109,4728102,"Entire rental unit in Paris, France","Paris, Île-de-France, France",2,2,0,1.0,,,,,,Great Location (1x); Walkable (1x); Very Clean (1x); Responsive Host (1x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,
1150513192003311884,183108425,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,1.0,5.0,5.0,5.0,5.0,5.0,Highly Recommend (7x); Responsive Host (6x); Very Comfortable (6x); Walkable (6x); Will Return (6x),Noise Street (1x),"[Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",How to become a Superhost - Resource Center - Airbnb
1156549814364959872,518893133,"Entire rental unit in Paris, France","Paris, Île-de-France, France",6,5,1,0.649,4.8,4.5,4.7,4.8,4.5,Will Return (2x); Highly Recommend (2x); Beautiful Place (1x); Well Equipped (1x); Great Location (1x),No issues identified,No issues identified - keep up the great work!,
1163060866960206005,579231109,"Entire rental unit in Paris, France","Paris, Île-de-France, France",4,3,1,0.517,4.8,4.2,3.8,5.0,4.8,Perfect Stay (1x); Walkable (1x),No issues identified,No issues identified - keep up the great work!,
1165102624075873902,114325272,"Entire rental unit in Paris, France","Paris, Île-de-France, France",10,10,0,1.0,5.0,5.0,4.9,5.0,5.0,Very Comfortable (5x); Responsive Host (4x); Good Value (2x); Will Return (2x); Highly Recommend (2x),Wifi Issues (2x),"[Wifi Issues]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.***",How to become a Superhost - Resource Center - Airbnb
1165951830215387825,315032437,"Entire rental unit in Paris, France","Paris, Île-de-France, France",14,14,0,0.999,4.4,4.9,4.9,4.9,4.7,Highly Recommend (5x); Great Location (5x); Will Return (3x); Spacious (2x); Quiet Area (1x),No issues identified,No issues identified - keep up the great work!,
1166591570472592738,79299180,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,20,4,0.666,4.2,4.4,4.9,4.9,4.5,Great reviews overall,Minor Issues (4x),[Minor Issues]: Review the 4 negative reviews for any patterns and consider addressing recurring concerns.,
1171675047091186254,507301255,"Entire rental unit in Paris, France","Paris, Île-de-France, France",16,13,3,0.627,4.5,4.2,4.6,4.7,4.1,Great Location (2x); Central (1x); Spacious (1x); Well Equipped (1x),Overpriced (1x),"[Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing.",What is Smart Pricing? – Resource Centre – Airbnb
1173055154308544331,399846512,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,Quiet Area (1x); Well Equipped (1x),No issues identified,No issues identified - keep up the great work!,
1175988909648219257,10829553,"Entire rental unit in Paris, France","Paris, Île-de-France, France",12,12,0,1.0,4.8,5.0,5.0,5.0,4.8,Beautiful Place (3x); Responsive Host (2x); Quiet Area (1x); Great Host (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,
1176585246940154735,544353526,"Entire rental unit in Paris, France","Paris, Île-de-France, France",21,18,3,0.695,4.7,4.4,4.0,4.9,4.4,Quiet Area (5x); Very Clean (4x); Great Location (2x); Walkable (2x); Will Return (2x),Too Cold (1x),"[Too Cold]: Ensure the heating system works properly and provide clear instructions on how to use it. Consider adding extra blankets, warm bedding, or a space heater for colder months. ",Add check-in and checkout instructions to listings - Airbnb Help Cente
1181077268842401519,1475566,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.916,4.9,4.9,5.0,4.9,4.7,Very Clean (5x); Great Location (4x); Highly Recommend (4x); Beautiful Place (3x); Walkable (3x),Too Small (1x); Dirty Bathroom (1x); Safety Concerns (1x); Noise General (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Safety Concerns]: Smoke and carbon monoxide (CO) alarms save lives. That’s why we’re on a mission to get alarms into as many listings as possible. We strongly urge hosts to install smoke and carbon monoxide alarms in spaces that use fuel-burning appliances, test them regularly, and make sure their listing description is up to date. Check out preparing your listing with safety essentials for more information. || [Noise General]: Be transparent about noise levels in your listing description. Consider providing earplugs for guests. If possible, add soundproofing or double-glazed windows.",Confirming amenities - Airbnb Help Center | How to take great photos for your listing - Resource Center - Airbnb | Home safety: Smoke and carbon monoxide alarms - Airbnb Help Center
1221544621094886910,577507547,"Entire rental unit in Paris, France","Paris, Île-de-France, France",4,2,2,-0.092,3.0,4.0,4.5,5.0,3.5,Great Location (3x); Highly Recommend (1x),Dirty Bathroom (2x); Overpriced (1x); Dirty General (1x),"[Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing. || [Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.",What is Smart Pricing? – Resource Centre – Airbnb | Confirming amenities - Airbnb Help Center | Make check-in and checkout easy – Resource Centre – Airbnb
1242583978790674748,158314905,"Entire rental unit in Paris, France","Paris, Île-de-France, France",4,3,1,0.507,4.2,4.8,4.0,4.5,4.5,Walkable (1x); Very Comfortable (1x); Great Host (1x),No issues identified,No issues identified - keep up the great work!,
1242619580824646028,80268956,"Room in Paris, France","Paris, Île-de-France, France",24,24,0,1.0,4.9,5.0,5.0,4.9,4.9,Quiet Area (5x); Well Equipped (5x); Great Host (4x); Will Return (4x); Highly Recommend (4x),No issues identified,No issues identified - keep up the great work!,
1261990363341407917,70765574,"Entire rental unit in Paris, France","Paris, Île-de-France, France",14,13,1,0.873,4.7,5.0,5.0,5.0,4.5,Responsive Host (3x); Highly Recommend (2x); Walkable (2x); Very Comfortable (2x); Will Return (2x),Wifi Issues (1x),"[Wifi Issues]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.***",How to become a Superhost - Resource Center - Airbnb
1267394734091655357,512746089,"Entire rental unit in Paris, France","Paris, Île-de-France, France",6,6,0,1.0,5.0,5.0,5.0,5.0,4.8,Responsive Host (2x); Great Location (2x); Walkable (2x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,
1267922515377677449,199498945,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,0.998,,,,,,Great Location (1x); Great Host (1x),No issues identified,No issues identified - keep up the great work!,
12757763,21141198,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,1.0,5.0,5.0,5.0,4.9,4.9,Great Location (7x); Very Comfortable (4x); Will Return (4x); Highly Recommend (4x); Walkable (3x),Smell Issues (1x); Noise Street (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",How to become a Superhost - Resource Center - Airbnb | Clean like a pro with these expert tips - Resource Center - Airbnb
1281836180574325141,50049238,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,No specific themes identified,No issues identified,No issues identified - keep up the great work!,
1300040698232997307,524708996,"Entire rental unit in Paris, France","Paris, Île-de-France, France",5,5,0,0.998,5.0,4.8,4.8,4.8,5.0,Great Location (3x); Quiet Area (1x); Good Value (1x); Central (1x); Very Comfortable (1x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
1303556952864154162,4593397,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,Walkable (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,
1304167688556821798,485028504,"Entire rental unit in Paris, France","Paris, Île-de-France, France",11,7,4,0.285,4.3,4.4,4.0,4.9,4.3,Responsive Host (3x); Quiet Area (1x); Highly Recommend (1x); Very Clean (1x); Good Value (1x),Too Small (2x); Dirty General (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.",How to take great photos for your listing - Resource Center - Airbnb | Make check-in and checkout easy – Resource Centre – Airbnb
13042208,57732148,"Entire rental unit in Paris, France","Paris, Île-de-France, France",20,18,2,0.818,5.0,4.9,4.9,4.1,4.7,Highly Recommend (3x); Will Return (3x); Very Clean (3x); Beautiful Place (2x); Quiet Area (2x),Dirty General (1x); Noise General (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center | Make check-in and checkout easy – Resource Centre – Airbnb
1305725373304307802,541551090,"Entire rental unit in Paris, France","Paris, Île-de-France, France",5,5,0,0.999,4.4,5.0,5.0,5.0,4.8,Responsive Host (3x); Spacious (2x); Highly Recommend (1x); Well Equipped (1x); Good Bed (1x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
1340601124199344870,543070586,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,1.0,,,,,,Quiet Area (1x),No issues identified,No issues identified - keep up the great work!,
1343431046369374897,464015699,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,0.998,,,,,,Will Return (1x),No issues identified,No issues identified - keep up the great work!,
1356474350899043683,577507547,"Entire rental unit in Paris, France","Paris, Île-de-France, France",1,1,0,0.742,,,,,,Well Equipped (1x),No issues identified,No issues identified - keep up the great work!,
14643736,84188017,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.983,4.9,4.8,4.8,4.7,4.5,Spacious (8x); Responsive Host (6x); Walkable (5x); Very Clean (3x); Very Comfortable (3x),Key Issues (1x),"[Key Issues]: The most popular self check-in methods are: smart lock, keypad, and lockbox. Whichever method you select, it’s important to give each booking guest a unique access code.",How to provide self check-in for smooth arrivals - Resource Center - A
